Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
Prescriptions - Georgia EMR Laser,databusinesssystems.com/medical-forms.com,67,Yes,,"<b>Georgia EMR Laser Scripts:</b>
As of July 1st 2013, The State of Georgia only requires the use of prescription pads or paper that meet the requirements of the Centers for Medicare and Medicaid Services (CMS).
<b>Secure Laser Prescription (RX) paper:</b>
8.5"" x 11"" Full sheet Tamper resistant Scripts.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) Artificial watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
<b>Available in 4 different Formats on a Blue Background:</b>
*1 script per sheet (Portrait format), positioned upper left 
*1 script per sheet -Full Sheet.
*2 scripts per sheet 
*4 scripts per sheet 
<b>These formats are not valid for use in the following States:
NJ, CA, FL & DE. These States have specific requirements. Please refer to the menu to the left for these individual State product areas.</b>
 
<b>This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts.</b>
",,Prescriptions - Georgia EMR Laser,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - New Jersey,databusinesssystems.com/medical-forms.com,68,Yes,Prescriptions-New-Jersey,"<style>.product_dark {display: none;}</style>
<b>2015 NJ Padded Prescriptions</b>
<b>The following product is temporarily unavailable in our online store.
Please contact data business systems for additional information.</b>
<b>800.778.6247</b>
<div class=""product_dark"">
<b><font color=""red"">Data Business Systems is an approved printer of the new format for the State of New Jersey. 
</font></b>
<strong><a href=""http://www.njconsumeraffairs.gov/njpb.pdf"" target=""_blank"">NJ list of approved vendors</a></strong>
<b>Padded:</b> 
5.5"" x 4, 1 part padded in 100's.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.
<br>
State law requires that all scripts be printed with practice information, License Number and National Provider Identification Number and a 15 digit bar-code.
<br>
<b>We carry the following formats as indicated in the drop-down</b>
MD, DO, DDS, DMD, DPM, DVM 
Nurse Practitioner
Physician Assistant
Healthcare Facility
Eyewear
Topical Pharmaceutical Agents only (TPA Certified)
<div>",,Prescriptions - New Jersey,Prescriptions -New Jersey,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - New Jersey EMR Laser,databusinesssystems.com/medical-forms.com,69,Yes,,"<style>.product_dark {display: none;}</style>
<b>2015 NJ EMR Laser Prescriptions</b>
<b>The following product is temporarily unavailable in our online store.
Please contact data business systems for additional information.</b>
<b>800.778.6247</b>
<div class=""product_dark"">
<b><font color=""red"">Data Business Systems is an approved printer of the new format for the State of New Jersey. 
</font></b>
<strong><a href=""http://www.njconsumeraffairs.gov/njpb.pdf"" target=""_blank"">NJ list of approved vendors</a></strong>
<b>Laser / Desk jet Formats:</b> 
8.5"" x 11"", 1 Part with Script located top center or top left position. 
<b>We carry the following formats:</b>
For: MD, DO, DDS, DMD, DPM, DVM - Top  Center 
For: MD, DO, DDS, DMD, DPM, DVM - Top  Left 
Nurse Practitioner -  Top  Center 
Nurse Practitioner -  Top Left
Physician Assistant -  Top  Center 
Physician Assistant -  Top  Left 
Healthcare Facility -  Top Center 
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.
State law requires that all scripts be printed with practice information, License Number and National Provider Identification Number and a 15 digit bar-code. </b>
This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts.
</div>",,Prescriptions - New Jersey EMR Laser,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions -Delaware,databusinesssystems.com/medical-forms.com,70,Yes,,"<b>Delaware Controlled Tamper Resistant Script Pads:</b> 
Printed either Portrait: 4.25"" x 5.25"" or Landscape: 5.5"" x 4.25"" , 1 Part with a Blue Security Background, Padded in 100's.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) ""Delaware Security Prescription"" watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
8) Consecutively Numbered
<b>After placing your order, please be fax your imprint information to (973) 252-1885. Reference the order number assigned. A proof will be provided prior to printing</b> 
This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts. No deliveries will be made to a private residence. Suspicious orders must be reported to the Division of Professional Regulation. All providers are required to provide a DPR-issued Security Code.",,Prescriptions -Delaware,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions for  NJ -  Microwize Technology,databusinesssystems.com/medical-forms.com,71,Yes,Prescriptions-for-NJ-Microwize-Technology,"<b>New Jersey scripts are tested and compatible with Microwize Technology Software.</b> 
<b>Format:</b>
Laser / Deskjet: 
8.5"" x 11"", 1 Part with Script in top left position.
State law requires that all scripts be printed with practice information. A proof will be faxed before printing.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.</b>
",,Prescriptions for  NJ -  Microwize Technology,Prescriptions for  NJ -  Microwize Technology,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions for AllScripts ,databusinesssystems.com/medical-forms.com,72,Yes,Prescriptions-for-AllScripts-Touchscript-NET-ePrescribe,"<b>ALLSCRIPTS ePrescribe EMR  Laser Prescription Paper</b> 
ePrescribe paper is available in 1 or 4 script per page formats and is tested and compatible with Allscripts software.
One of the most secure scripts on the market today. Our scripts meet and exceed Medicaid tamper-resistant requirements.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) Artificial watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
<b>California Controlled Laser Prescriptions and New Jersey Laser Prescriptions:</b>
The Allscripts New Jersey script and CA Script are positioned in the upper left corner of an 8.5"" x 11"" Laser sheet.  
As required, all Practice information must be pre-printed scripts must be  consecutively numbered. Please fax a copy of your existing script to (973) 252-1885. 
<b>Florida  Controlled Laser Prescriptions:</b>
Florida law requires that a tracking number be on every script. The price below includes printing this track number on the scripts. Available in a 1-UP or 4-up Format.
*All names / logos listed above are Registered Trademarks of the respective firms. In no way are we implying that the original products are available from medical-forms.com
",,Prescriptions for AllScripts ,Prescriptions for NJ - AllScripts Touchscript.NET,"Allscripts TouchWorks Laser EMR Script Paper, ALLSCRIPTS Prescription Paper, ePrescribe EMR Medical Prescription Paper.",Yes,Products only,,Yes,,,No layout updates,
Prescriptions for NJ - AllScripts,databusinesssystems.com/medical-forms.com,73,Yes,Prescriptions-for-NJ-AllScripts,"New Jersey scripts are tested and compatible with Allscripts Software. 
<b>Format:</b>
Laser / Deskjet: 
8.5"" x 11"", 1 Part with Script in top center position. Available with or without a label as indicated below.
State law requires that all scripts be printed with practice information. A proof will be faxed before printing.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.</b>
",,Prescriptions for NJ - AllScripts,Prescriptions for NJ - AllScripts,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions for NJ -ZixCorp,databusinesssystems.com/medical-forms.com,74,Yes,Prescriptions-for-NJ-ZixCorp,"New Jersey scripts are tested and compatible with ZixCorp Software. 
<b>Format:</b>
Laser / Deskjet: 
8.5"" x 11"", 1 Part with Script in top left position.
State law requires that all scripts be printed with practice information. A proof will be faxed before printing.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.</b>
",,Prescriptions for NJ -ZixCorp,Prescriptions for NJ -ZixCorp,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions for NJ- e-Health Solutions,databusinesssystems.com/medical-forms.com,75,Yes,Prescriptions-for-NJ-e-Health-Solutions,"New Jersey scripts are tested and compatible with eHealth Solutions Software. 
<b>Format:</b>
Laser / Deskjet: 
8.5"" x 11"", 1 Part with Script in top left position.
State law requires that all scripts be printed with practice information. A proof will be faxed before printing.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.</b>
",,Prescriptions for NJ- e-Health Solutions,Prescriptions for NJ- e-Health Solutions,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions- Vernico Corp.,databusinesssystems.com/medical-forms.com,76,Yes,Prescriptions-Vernico-Corp,"<b>Vernico Security Prescriptions:</b>
4 1/4""x 5 1/2"", 24# Laser 
<b>Tested and compatible with  the ""LRX Script A"" format of LabelRx(TM) prescription software. 
Printed with the highest RX security available.</b>
Please fax a copy of your existing script or required heading information to (973) 252-1885 and reference your order number. 
A proof will be faxed prior to printing. 
 ",,Prescriptions- Vernico Corp.,Prescriptions- Vernico Corp.,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions-California Controlled,databusinesssystems.com/medical-forms.com,77,Yes,Prescriptions-California-Controlled,"<b>Prescriptions-California Controlled:</b>
Valid for C-2 thru C-5 medications.
<b>Choose from 2 Styles:</b> 
<b>1)</b> Multiple Prescriptions allowed.  
<b>2)</b> Up to 3 Prescriptions per script. 
Printed Landscape on 5-1/2"" x 4-1/4""
The 1 Part is 100/Pad & the 2 Part is 50/Pad
Consecutively Numbered 001 & up.
<b>After placing your order, please be sure to fill out the online information form, print out and fax to (973) 252-1885. Reference the order number assigned.</b> ",,Prescriptions-California Controlled,Prescriptions-California Controlled,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions-Georgia Script Pads,databusinesssystems.com/medical-forms.com,78,Yes,,"<b>Prescriptions-Georgia Controlled:</b>
As of July 1st 2013, The State of Georgia only requires the use of prescription pads or paper that meet the requirements of the Centers for Medicare and Medicaid Services (CMS).
Our scripts meet and exceed Medicaid tamper-resistant requirements and include the following security features:
1) Tamper proof chemical alteration.
2) Two artificial watermarks on the back. 
3) Disappearing ink when altered.
4) Microprinting on both sides.
5) Invisible Fluorescent Fibers.
6) Step and repeated wording on front.
7) Repeating background area on front & back.
Available in a Blue Prismatic Background in either portrait or landscape. Portrait: 4-1/4"" X 5-1/2"" or Landscape: 5.5"" x 4-1/4""
<b>After placing your order, please be fax your imprint information to (973) 252-1885. Reference the order number assigned. A proof will be provided prior to printing</b> ",,Prescriptions-Georgia Script Pads,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions-Healthvision,databusinesssystems.com/medical-forms.com,79,Yes,Prescriptions-Healthvision,"<b>Healthvision Prescriptions:</b>
8 1/2x 8 1/2"", 24# Laser 
<b>Tested and compatible with  Healthvision prescription software. Choose from the drop down menu for correct format.</b>
",,Prescriptions-Healthvision,Prescriptions-Healthvision,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions-Indiana / Kentucky,databusinesssystems.com/medical-forms.com,80,Yes,Prescriptions-Indiana-Kentucky,"<b>Indiana/Kentucky Prescription Blanks:</b> 
Indiana/Kentucky State mandated prescription blanks with several security features built into the design. 
This design is to be used by all physicians who write prescriptions for controlled narcotic substances in Indiana and Kentucky. 
<b>Format:</b> 
1 Part,5 1/2"" x 4 1/4"",padded in 100's
Indiana Scripts have a Blue Void Background.
Kentucky Scripts have a Green Void Background.
Fax heading information to (973) 252-1885 and be sure to reference your order number. A faxed proof will be provided prior to printing.
",,Prescriptions-Indiana / Kentucky,Prescriptions-Indiana / Kentucky,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions: Continuum Health Alliance,databusinesssystems.com/medical-forms.com,81,Yes,,"All scripts are tested and compatible with Continuum Health Alliance Software. 
<b>Organizations we serve include:
Advocare, LLC
Primary Care Partners, LLC
Pediatricians for Exceptional Children, LLC (PEC)
Underwood Memorial Hospital</b>
<b>Format:</b>
Laser / Deskjet: 
8.5"" x 11"", 1 Part with Script in top left position. 
State law requires that all scripts be printed with practice information. A proof will be faxed before printing.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885.</b>
",,Prescriptions: Continuum Health Alliance,,,Yes,Products only,,Yes,,,No layout updates,
Presentation Folders,databusinesssystems.com/medical-forms.com,82,Yes,Presentation-Folders,"<b>Size:</b>   9"" x 12"" 
<b>Weight:</b>   10PT.</b>
<b>Finish:</b>   
White, Semi Gloss Coated 2 sides 
with a single scored spine</b>
<b>Ink:</b>  1 Pantone Ink Color
 <b> Available with 4 different inside pocket configurations:</b>
1) Two glued pockets
2) Two unglued pockets
3) One glued left pocket
4) One glued right pocket
<b> Other options available:</b>
4 color process, Foil Stamping, Embossing, 71 additional stock choices + Eco-friendly stocks. 
Please call customer service at 1-800-778-6247 for additional information. Prices are based are based on digital files provided. Additional Composition charges may apply.   
",,Presentation Folders,Presentation Folders,,Yes,Products only,,Yes,,,No layout updates,
Quicken / Quickbooks Laser Checks,databusinesssystems.com/medical-forms.com,83,Yes,Quicken-Quickbooks-Laser-Checks,"<b>Quicken / Quickbooks Laser Checks:</b>
Because of it's ease of use, Quicken has become one of the most popular Check Writing programs in the medical office today. 
<b>Available in 7 different background colors
(Click on the JPEG to view color chart)</b> 
Please fax a sample check to (973) 252-1885 and reference your order number and a start number. A proof will be provided prior to printing.
",,Quicken / Quickbooks Laser Checks,Quicken / Quickbooks Laser Checks,,Yes,Products only,,Yes,,,No layout updates,
Receipt Books,databusinesssystems.com/medical-forms.com,84,Yes,Receipt-Books,"<b>Receipt Books:</b>
Used to facilitate the tracking of payments, these receipts can be completely customized to your specifications. A Perfect solution to cash control for clinics or in hospital departments.  
Prints in black ink on 3 Part Colored NCR, spiral bound with a 40 pt. black heavy duty back and cover and are consecutively numbered. 
<b>4 Receipts Per Page:</b> 
200 Receipts per book 
(Receipt Size: 2 5/8"" x 6 1/2"")
 
Fax information to be printed on the receipt to (973) 252-1885 and reference your order number. A PDF Proof will be provided prior to printing.",,Receipt Books,Receipt Books,,Yes,Products only,,Yes,,,No layout updates,
Route Slips- Manual  Handwritten,databusinesssystems.com/medical-forms.com,85,Yes,Route-Slips-Manual-Handwritten,"<b>Route Slips: </b>
Available in two sizes:
<b>8.5"" x 11"" full sheet or 8.5"" x 5.5"" half sheet</b><br> 
Available in a 2 or 3 Part Colored NCR, glued edge.
(2 Part -White-Canary)
(3 Part -White-Canary-Pink)<br>
 Prices listed are for Black Ink only. 
Also available in over 14 standard Ink colors for an additional $15.00. Standard Ink Colors include: Blue, Brown, Burgundy, Gray, Green, Orange, Magenta, Pink, Purple, Red, Teal & Violet.
<b>Additional options: Numbering, Back-printing, Padding, Perforations</b> 
Call customer service at 1.800.778.6247  for pricing.
<b> All prices listed  are for a camera ready or a digital copy.</b> 
Composition charges vary between $45.00 & $125.00 depending on what information is provided. Please call customer sevice at 1-800-778-6247 before placing your order
<a href=""http://www.medical-forms.com/Samples-of-Route-Slips-s26.htm"">View Sample Route Slips</a>",,Route Slips- Manual  Handwritten,Route Slips- Manual  Handwritten,,Yes,Products only,,Yes,,,No layout updates,
Secure Laser Prescription (RX) paper,databusinesssystems.com/medical-forms.com,86,Yes,,"<b>Secure Laser Prescription (RX) paper:</b>
8.5"" x 11"" Full sheet Tamper resistant Scripts.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) Artificial watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
<b>Available in 4 different Formats on a Blue Background:</b>
*1 script per sheet (Portrait format), positioned upper left 
*1 script per sheet -Full Sheet.
*2 scripts per sheet 
*4 scripts per sheet 
<b>These formats are not valid for use in the following States:
NJ, CA, FL, & DE. These States have specific requirements. Please refer to the menu to the left for these individual State product areas.</b>
 
<b>This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts.</b>
",,Secure Laser Prescription (RX) paper,,,Yes,Products only,,Yes,,,No layout updates,
Simply File: Filefoder that converts to an Envelope,databusinesssystems.com/medical-forms.com,87,Yes,,"<b>Simply File: A Filefolder that converts to an Envelope</b>
Introducing the all new Simply File! 
It starts out flat, for the sender to fill with organized information, securely attached to an installed fastener (optional). Then it is folded and sealed, transforming it into an Envelope that can be mailed.
Once delivered to the recipient, they tear along the perforations and it becomes a folder that can be filed.... documents and all!
This combination of two products into one make this a great cost effective way to share and retain important information. ",,Simply File: Filefoder that converts to an Envelope,,,Yes,Products only,,Yes,,,No layout updates,
Tamper Resistant Script Pads,databusinesssystems.com/medical-forms.com,88,Yes,Prescriptions-Other-States,"<b>Tamper Resistant Script Pads:</b> 
Printed either Portrait: 4.25"" x 5.5"" or Landscape: 5.5"" x 4.25"" , 1 Part, Padded in 100's.
<b>One of the most secure scripts on the market today. Our scripts meet and exceed Medicaid tamper-resistant requirements that go into effect on April 1st, 2008. 
Our security features include:</b>
1) Tamper proof chemical alteration.
2) Two artificial watermarks on the back. 
3) Disappearing ink when altered.
4) Microprinting on both sides.
5) Invisible Fluorescent Fibers.
6) Step and repeated wording on front.
7) Repeating background area on front & back.
All footer information conforms to individual State Regulations.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885 and reference your order number. A proof will be faxed prior to printing.</b>  
Note: This is not valid for controlled substances in California, Indiana, Kentucky, Florida or Georgia</b>
",,Tamper Resistant Script Pads,Prescriptions- Other States,,Yes,Products only,,Yes,,,No layout updates,
Telephone Message,databusinesssystems.com/medical-forms.com,89,Yes,Telephone-Message,"<b>Physician's Telephone Order Mount Sheets and Message Mount Sheets for telephone messages.</b> contain pressure sensitive tape tabs on each line for placement of telephone messages.
<b>1) Physicians Telephone Message: </b> 
4 message sections per page, 3 hole punch left, Pressure sensitive tape on back for placement of messages.
<b>2) Message Mount Sheet:</b>  
4 hole punch left, 5 hole punch top. Mounts up to 10 telephone messages ",,Telephone Message,Telephone Message,,Yes,Products only,,Yes,,,No layout updates,
Variable Imaging & Mailing Services,databusinesssystems.com/medical-forms.com,90,Yes,Variable-Imaging-Mailing-Services,"<b>Let medical-forms save you time, money and aggravation by being your comprehensive variable data statement processing choice.</b> 
Our forms division works closely with our digital team to ensure that your order is printed on the proper Statement / Invoice stock and laser perf'ed for optimal data insertion. 
We'll even manage your quantities so you don't have to worry about inventory. Let us manage the details while you manage your environment. 
Make medical-forms your one stop processing solution, and you'll save money on costly shipping and warehousing charges. Our postal sorting division will make sure you get the best rate and the right delivery choice for your needs.
From the moment we accept a job to the delivery to your clients, we focus on quality and cost effectiveness. Add bar coding, customized advanced reporting, and searchable CD-ROM based archiving of your order, and the choice is clear. 
<b>Contact us at 1-800-778-6247</b> and find out how we can simplify your mailing process to give you more time to devote to your business. 
",,Variable Imaging & Mailing Services,Variable Imaging & Mailing Services,,Yes,Products only,,Yes,,,No layout updates,
